,Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Change,ChangeAverage+,ChangeAverage-,RSI,OBV,OBV_regression,OBV_Regression_err,Close_Regression,Close_Regression_err,EMA26,EMA12,MACD
0,2021-08-16,705.0700073242188,709.5,676.4000244140625,686.1699829101562,686.1699829101562,22677400,TSLA,,,,,22677400,0.0,0.0,0.0,0.0,686.1699829101562,686.1699829101562,0.0
1,2021-08-17,672.6599731445312,674.5800170898438,648.8400268554688,665.7100219726562,665.7100219726562,23721300,TSLA,-20.4599609375,,,,46398700,0.0,0.0,0.0,0.0,684.6544302481192,683.0222966120793,-1.632133636039839
2,2021-08-18,669.75,695.77001953125,669.3499755859375,688.989990234375,688.989990234375,20349400,TSLA,23.27996826171875,,,,26049300,0.0,0.0,0.0,0.0,684.9755828396936,683.9404033232017,-1.035179516491894
3,2021-08-19,678.2100219726562,686.5499877929688,667.5900268554688,673.469970703125,673.469970703125,14313500,TSLA,-15.52001953125,,,,11735800,0.0,0.0,0.0,0.0,684.1233152740219,682.3295675354976,-1.7937477385243028
4,2021-08-20,682.8499755859375,692.1300048828125,673.7000122070312,680.260009765625,680.260009765625,14781800,TSLA,6.7900390625,,,,26517600,0.0,0.0,0.0,0.0,683.8371444956222,682.0111740324403,-1.825970463181875
5,2021-08-23,685.4400024414062,712.1300048828125,680.75,706.2999877929688,706.2999877929688,20264900,TSLA,26.03997802734375,,,,46782500,-13.961248448390855,4304244.361971875,0.0,0.0,685.5010588139442,685.7479146109831,0.2468557970389611
6,2021-08-24,710.6799926757812,715.219970703125,702.6400146484375,708.489990234375,708.489990234375,13083100,TSLA,2.19000244140625,,,,33699400,0.6394776969282407,5478842.070812044,0.0,0.0,687.2039426228649,689.2466954761204,2.042752853255479
7,2021-08-25,707.030029296875,716.969970703125,704.0,711.2000122070312,711.2000122070312,12645600,TSLA,2.71002197265625,,,,21053800,26.050424516123023,3641121.1419332554,0.0,0.0,688.981429258729,692.6241288193374,3.6426995606084347
8,2021-08-26,708.3099975585938,715.4000244140625,697.6199951171875,701.1599731445312,701.1599731445312,13214300,TSLA,-10.0400390625,,,,34268100,13.35861095861634,4595548.922613417,0.0,0.0,689.8835436206404,693.937335638598,4.053792017957676
9,2021-08-27,705.0,715.0,702.0999755859375,711.9199829101562,711.9199829101562,13762100,TSLA,10.760009765625,,,,48030200,-5.292002622277667,3487559.720391896,0.0,0.0,691.5158724569008,696.7038967572993,5.188024300398524
10,2021-08-30,714.719970703125,731.0,712.72998046875,730.9099731445312,730.9099731445312,18604200,TSLA,18.989990234375,,,,66634400,1.585422454209744,4036460.3661252516,0.0,0.0,694.4339539893178,701.9663700476427,7.532416058324884
11,2021-08-31,733.0,740.3900146484375,726.4400024414062,735.719970703125,735.719970703125,20855400,TSLA,4.80999755859375,,,,87489800,48.0404579982832,3369587.1990101896,0.0,0.0,697.4921774495999,707.1592316869476,9.667054237347656
12,2021-09-01,734.0800170898438,741.989990234375,731.27001953125,734.0900268554688,734.0900268554688,13204300,TSLA,-1.62994384765625,,,,74285500,85.4973764287869,998249.4755487448,0.0,0.0,700.203129257442,711.3024309436431,11.099301686201102
13,2021-09-02,734.5,740.969970703125,730.5399780273438,732.3900146484375,732.3900146484375,12777300,TSLA,-1.70001220703125,4.785356794084821,0.6924983433314732,87.35822094670982,61508200,61.82862991166112,3456217.8334319904,0.0,0.0,702.5873429901084,714.5466745905345,11.95933160042614
14,2021-09-03,732.25,734.0,724.2000122070312,733.5700073242188,733.5700073242188,15246100,TSLA,1.17999267578125,4.785356794084821,0.7110704694475446,87.06304231176955,76754300,17.90635860940636,4971766.490785745,0.0,0.0,704.8823551630055,717.4733411649474,12.590986001941928
15,2021-09-07,740.0,760.2000122070312,739.260009765625,752.9199829101562,752.9199829101562,20039800,TSLA,19.3499755859375,5.5185699462890625,0.7110704694475446,88.58568999181206,96794100,-2.970914346000949,3625961.1879150975,4.865143476213727,0.5820436719736515,708.4406979590908,722.9266706642103,14.48597270511948
16,2021-09-08,761.5800170898438,764.4500122070312,740.77001953125,753.8699951171875,753.8699951171875,18793000,TSLA,0.95001220703125,6.142854963030134,0.7110704694475446,89.6253544563222,78001100,10.905839638510642,4749886.294189928,5.434607151576451,0.5267436781415211,711.8058310819127,727.6871821185144,15.8813510366017
17,2021-09-09,753.4099731445312,762.0999755859375,751.6300048828125,754.8599853515625,754.8599853515625,14077700,TSLA,0.989990234375,5.934999738420759,0.7110704694475446,89.30088838655803,63923400,22.102623778180558,3901538.8481597872,5.204857962472098,0.5076908434102884,714.9950276944794,731.8676133851372,16.872585690657843
18,2021-09-10,759.5999755859375,762.6099853515625,734.52001953125,736.27001953125,736.27001953125,15114300,TSLA,-18.5899658203125,5.934999738420759,1.0278560093470983,85.23801085960157,79037700,3.1444565577897117,5122852.434220607,5.350143432617187,0.4877937240122186,716.5709530157217,732.5449066383853,15.973953622663657
19,2021-09-13,740.2100219726562,744.780029296875,708.8499755859375,743.0,743.0,22952500,TSLA,6.72998046875,4.762499128069196,1.4514269147600447,76.64235292219216,101990200,-14.644965439021954,3957344.5447126115,4.352000645228794,0.5830682560339585,718.5286601997424,734.1533825401723,15.624722340429912
20,2021-09-14,742.5700073242188,754.469970703125,736.4000244140625,744.489990234375,744.489990234375,18524900,TSLA,1.489990234375,4.047855922154018,1.4514269147600447,73.60697825874115,83465300,5.913474150540884,5591489.907338354,3.4918225969587047,0.5526858387906761,720.4517216837892,735.743629877742,15.29190819395285
21,2021-09-15,745.0,756.8599853515625,738.3599853515625,755.8300170898438,755.8300170898438,15357700,TSLA,11.34002685546875,4.3310699462890625,1.4514269147600447,74.89965062433748,68107600,25.351029740705997,4125795.087931537,3.188822283063616,0.5852258651336426,723.0723361583117,738.8338432949885,15.761507136676755
22,2021-09-16,752.8300170898438,758.9099731445312,747.6099853515625,756.989990234375,756.989990234375,13923400,TSLA,1.15997314453125,4.777498517717634,1.1896405901227678,80.06346812730303,54184200,6.6208889148748025,5408633.431875375,3.095501273018973,0.5850560751573225,725.5847549787609,741.6270966702788,16.04234169151789
